# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2019-03-06 18:46:05 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08075110 Brays Bayou at MLK Jr Blvd, Houston, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08075110
#            TS   parameter     Description
#        140469       00065     Gage height, feet
#        140470       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#
agency_cd	site_no	datetime	tz_cd	140469_00065	140469_00065_cd	140470_00060	140470_00060_cd
5s	15s	20d	6s	14n	10s	14n	10s
USGS	08075110	2017-08-23 00:00	CDT	1.57	A
USGS	08075110	2017-08-23 00:15	CDT	1.49	A
USGS	08075110	2017-08-23 00:30	CDT	1.39	A
USGS	08075110	2017-08-23 00:45	CDT	1.30	A
USGS	08075110	2017-08-23 01:00	CDT	1.26	A
USGS	08075110	2017-08-23 01:15	CDT	1.21	A
USGS	08075110	2017-08-23 01:30	CDT	1.13	A
USGS	08075110	2017-08-23 01:45	CDT	1.02	A
USGS	08075110	2017-08-23 02:00	CDT	0.99	A
USGS	08075110	2017-08-23 02:15	CDT	0.94	A
USGS	08075110	2017-08-23 02:30	CDT	0.87	A
USGS	08075110	2017-08-23 02:45	CDT	0.77	A
USGS	08075110	2017-08-23 03:00	CDT	0.66	A
USGS	08075110	2017-08-23 03:15	CDT	0.59	A
USGS	08075110	2017-08-23 03:30	CDT	0.53	A
USGS	08075110	2017-08-23 03:45	CDT	0.49	A
USGS	08075110	2017-08-23 04:00	CDT	0.44	A
USGS	08075110	2017-08-23 04:15	CDT	0.43	A
USGS	08075110	2017-08-23 04:30	CDT	0.36	A
USGS	08075110	2017-08-23 04:45	CDT	0.36	A
USGS	08075110	2017-08-23 05:00	CDT	0.40	A
USGS	08075110	2017-08-23 05:15	CDT	0.41	A
USGS	08075110	2017-08-23 05:30	CDT	0.40	A
USGS	08075110	2017-08-23 05:45	CDT	0.29	A
USGS	08075110	2017-08-23 06:00	CDT	0.29	A
USGS	08075110	2017-08-23 06:15	CDT	0.35	A
